userid,username,booktag
10487,Vincy,"['想太多的猪', '幸福哲学', '绘本', '日本文学', '小泉吉宏', '日本', '—绘本＆图鉴—', '启发','梦想', '奋斗', '励志', '易术', '成长', '心灵成长', '青春文学', '远方','治愈系', '爱情', '肆一', '台湾', '随笔', '成长', '青春', '治愈','好书，值得一读', '我想读这本书', '成长', '爱情', '情感', '治愈', '文学', 'Love','十七个远方', '散文', '北漂伤痕文学', '远子', '北漂', '用自己喜欢的方式过一生', '文学', '小说']"
10488,blue-snow,"['乔治·奥威尔', '小说', '英国', '政治', '讽刺', '外国文学', '动物农场', '英国文学','自控力', '心理学', '自我管理', '个人管理', '心理', '提升', '控制', '励志','育儿', '咪蒙', '亲子', '熊孩子', '教育&心理学', '教育', '生活', '随笔','整理', '生活', '个人管理', '收纳', '日本', '生活态度', '整理之道', '整理魔法','绿山墙的安妮', '儿童文学', '加拿大', '外国文学', '童话', '经典', '小说', '蒙哥玛利']"
10491,鸡爪控,"['小说', '灵异', '悬疑', '民调局异闻录', '尔东水寿', '奇幻', '中国', '悬疑-灵异','小说', '民调局异闻录', '灵异', '悬疑', '悬疑-灵异', '尔东水寿', '鬼怪', '奇幻','饭饭', '随笔', '路上有惊慌', '杂文', '散文', '三联', '中国', '消遣书之散文','小说', '灵异', '悬疑', '民调局异闻录', '奇幻', '尔东水寿', '中国', '网络小说','小说', '灵异', '悬疑', '民调局异闻录', '鬼怪', '尔东水寿', '奇幻', '中国','小说', '民调局异闻录', '灵异', '悬疑', '鬼怪', '奇幻', '中国', '尔东水寿']"
10492,anna,"['悬疑', '我想读这本书', '小说', '外国文学', '爱情', '推理', '蕾切尔•阿博特', '侦探']"
10493,恣予,"['推理', '英国', '历史', '约瑟芬铁伊', '小说', '约瑟芬·铁伊', '英国史', '英国文学','高等数学', '数学', '教材', '考研', '大学教材', '同济', '高数', '学习']"
10494,DARKtemptation,"['毛姆', '小说', '英国', '刀锋', '英国文学', '外国文学', '文学', '改变我的人生态度的一些书','一个人的朝圣', '自我发现', '小说', '旅行', '英国文学', '心灵', '外国文学', '英国','文珍', '小说', '中国文学', '短篇小说', '文学', '短篇小说集', '2017', '成为更好的自己','毕淑敏散文', '散文', '毕淑敏', '中国', '中国文学', '女人', '爱', '文学','王尔德', '童话', '王尔德童话', '英国', '外国文学', '英国文学', '儿童文学', '经典','电影', '侯孝贤', '台湾', '电影研究', '传记', '艺术', '2014', '电影理论','成长', '青春', '小说', '文学', '心理', '张畅', '心理学', '2016']"
10495,如神有月,"['东野圭吾', '推理', '日本', '東野圭吾', '小说', '伽利略系列', '日系推理', '日本推理','外国文学', '莫里斯·葛雷兹曼', '小说', '澳大利亚文学', '文学', '澳大利亚', '恒殊翻译', 'MorrisGleitzman']"
10496,拟见,"['文艺复兴', '历史', '中世纪', '欧洲史', '外国文学', '威廉·曼彻斯特', '世界史', '思想','稻盛和夫', '哲学', '励志', '哲学人生', '管理', '人生', '活法', '日本']"
10497,ShelleyLin,"['李清照', '古典诗词', '诗词', '卫淇', '唯美文笔', '古典', '文学', '唯美','薛舒', '小说', '文学', '小说集', '寻找雅葛布', '萌芽系', '微微的感动，心情', '即使算不上感动，也是有感触的','历史', '明史', '夏维中', '明朝', '中国史', '￥0.00', '电脑阅读', '海淀图书馆','北京', '文化研究|星座奇談|社會心理', '文化', '城市标签', '住宅', '丁超','美食', '茱莉亚.切尔德', 'JuliaChild', '饮食文化', '饮食', '回忆录', '美食文字', '食']"
10498,广藿香与薄荷,"['桑顿·怀尔德', '美国文学', '小说', '美国', '外国文学', '文学', '怀尔德', '译林','村上春树', '日本', '小说', '日本文学', '遇到百分之百的女孩', '短篇', '外国文学', '文学','夏茗悠', '青春文学', '青春', '小说', '校园', '成长', '青春校园', '2015','张爱玲', '小说', '怨女', '中国文学', '中国', '張愛玲', '文学', '经典','卡尔维诺', '传记', '意大利', '外国文学', '意大利文学', '伊塔洛·卡尔维诺', '巴黎隐士', '文学','卡尔维诺', '意大利', '小说', '外国文学', '帕洛马尔', '伊塔洛・卡尔维诺', '文学', '意大利文学']"
10499,挖来嘿🍍,"['木心', '文学', '作品集', '中国文学', '台灣', '人文', '**台·Y印刻文學生活雜誌*', '集','历史', '野史', '高曉松', '杂谈', '文化', '高晓松', '杂文', '男神的书','设计', '牛津通识读本', '艺术', '文化', '设计理论', '通识', 'kindle', '牛津通识','历史', '牛津通识读本', '历史学', '史学理论', '历史哲学', '通识', '入门书', '哲学']"
10500,cilla521125,"['书法', '宋徽宗', '瘦金体', '艺术', '字帖', '赵佶', '书画', '中国文化','张小娴', '《你总有爱我的一天》', '小说', '爱情', '你总有爱我的一天', '張小嫻', '愛情', '香港','模拟']"
10501,Kathy 酱的兜兜,"['巴黎', '时尚', '极简', '生活', '生活方式', 'fashion', 'Fashion', '胶囊衣橱']"
10502,黄黄的二三事,"['小说', 'Chuck_Palahniuk', '美国', '恶搞', '外国文学', '恰克。帕尼拉克', '恰克·帕拉尼克', 'ChuckPalahniuk','赫拉巴尔', '捷克', '小说', '外国文学', '过于喧嚣的孤独·底层的珍珠', '博·赫拉巴尔', '捷克文学', '过于喧嚣的孤独','编程', '计算机科学', '计算机', 'Programming', '编程的本质', '算法', 'C++', '程序设计','历史小说', '历史', '小说', '茅盾文学奖', '徐兴业', '金瓯缺', '北宋灭亡', '中国','信息论', 'Information', '数学', '计算机科学', 'Theory', '计算机', '算法', 'CS','萨义德', '回忆录', '传记', '自传', '格格不入', '三联', '美国', '文学','Programming', '编程', '计算机科学', '程序语言设计理论', '程序设计', '计算机', 'language', 'Compiler','买手', '服装', '时装', '零售', 'fashion', '时尚', '货品', '订货']"
10504,莫小西,"['美国文化', '美国', '留学生活', '王逅逅', '文化', '出国留学', '读过之后感觉对地球另一边的世界，有了新一番的理解！！！', '生活','日本', '小泉八云', '日本文学', '妖怪', '怪谈', '奇幻', '小说', '文学','韩寒', '小说', '长安乱', '中国', '当代文学', '中国文学', '青春', '文学','季羡林', '随笔', '杂文', '散文', '思考', '国学大师', '人生感悟', '散文随笔','二月河', '历史', '历史小说', '雍正', '小说', '清朝', '政治', '中国','S树才','科普', '专业书','漫画', '左马', '中国', '国产漫画', '2016', '漫长的午后', '漫畫', '成长']"
10505,一颗牛油果,"['金融', 'Finance', '对冲基金', 'Hedge_Fund', '经济学', '投资', 'Wall_St', 'Trading']"
10506,一颗树,"['張惠菁', '台灣', '給冥王星', '散文', '台湾', '陳綺貞下個星期去英國', '散文隨筆', '陳綺貞','一个女孩的镜像世界', '心理', '外国文学', '小说', '情绪', '心理学', '文学', '2017','美学', '李泽厚', '艺术', '哲学', '美的历程', '中国', '人文', '生活·读书·新知三联书店','溥仪', '传记', '历史', '回忆录', '我的前半生', '清史', '人物传记', '中国','哈代', '外国文学', '英国', '小说', '英国文学', '苔丝', '名著', '经典','王鼎钧', '古典文学', '古文观止', '文学', '中国古典文学', '国学', '台@W王鼎鈞', '中国']"
10507,炸飞你门牙beng,"['旅行', '俄罗斯', '西伯利亚', '摄影', '游记', '随笔', '文艺', '散文','工业设计', '手绘', '设计', '产品设计', '产品设计手绘技法', '设计手绘', '草图', '产品','历史', '科学史', '社会学','交互设计', '用户体验', '设计', 'UI', '交互', '产品设计', '互联网', 'UE','永远的南弦', '言情', '值得一读，文笔很好', '经典', '虐心', '超级好看的一本书！赞赞赞', '好看', '看起来不错']"
10508,Lana,"['日本', '书店', '京都', '随笔', '苏枕书', '文化', '关于书的书', '散文','育儿', '教育', '儿童心理', '孕育', '幼教', '美国', '儿童', '儿童教育','日语', '日本', '日语学习', '语言', '工具书', '金田一春彦', '文化', '日本語','李娟', '散文', '阿勒泰', '新疆', '随笔', '自然', '散文随笔', '中国','哲学', '思维', '哲普读物', '逻辑学', '西方哲学', '湛庐文化', '逻辑', '朱利安·巴吉尼','日本', '我想读这本书', '散文', '在难熬的日子里痛快地活', '生活', '日本文学', '好书，值得一读', '想读，一定很精彩！','我想读这本书', '幸福哲学', '想太多的猪', '绘本', '带你找到小幸福', '心灵', '想读', '好书，值得一读','传记', '蒋经国', '历史', '台湾', '人物传记', '政治', '中国', '陶涵']"
10510,我是海狮,"['极简', '生活方式', '自我完善', '生活', '极简力', '好书，值得一读', '自我管理', '闲书','丁丁张', '小说', '我想读这本书', '文学', '这么性冷淡的封面', '约会', '日系', '奇妙','心理学', '弗洛伊德', '性与爱', '性学', '经典之作', 'kindle电子书', '德国', '多看','绘本', '旅行', '扫把', '水彩', '艺术-绘本+漫画', '呀呀', '瓜几拉', '中国','好书，值得一读', '绘本', '我想读这本书', '一支在欧洲散步的画笔', '想读，一定很精彩！', '旅行', '治愈', '旅行是一件非常开心愉悦的事情，喜欢旅行，世界那么大，我想去看看','绘本', '安野光雅', '日本', '绘画', '随笔', '画画', '日本文学', '旅行','民国', '李舒', '历史', '随笔', '文化', '中信出版社', '八卦', '传记','三浦紫苑', '日本文学', '温情', '日本', '小说', '想读，一定很精彩！', '文学', '2017']"
10511,mew,"['奥尔罕·帕慕克', '我的名字叫红', '土耳其', '小说', '诺贝尔文学奖', '外国文学', '文学', '诺贝尔','加缪', '哲学', '思想', '法国', '加繆', '文学', '法国文学', '阿尔贝·加缪','手绘', '猫', '彩铅', '喵星人', '涂鸦绘本', '技能多多','文学理论', '詹姆斯·伍德', '小说', '文学', '文艺理论', '写作', '英国', '英国文学','新垣結衣', '写真', '日本', '写真集', '月刊', '新垣结衣', '若木信吾', '摄影','奥尔罕·帕慕克', '土耳其', '外国文学', '文学评论', '小说', '土耳其文学', '文学', '帕慕克','托尔斯泰', '外国文学', '小说', '俄国文学', '经典', '俄国', '文学', '俄罗斯','漫画', '哲学', '欧洲', '犹太传统', '法国', '好书，值得一读', '欧漫', '*三联@北京*','莫奈', '艺术', '张佳玮', '传记', '印象派', '艺术史', '绘画', '随笔']"
10512,salsa,"['苏丝黄', '随笔', '苏丝黄的世界', '女性', '专栏', '欲望都市', '杂文', '女人','写作', '非虚构', '文学', '讲故事', '新闻写作', '叙事', '编剧', '我想读这本书']"
10513,宝 酱-,"['量化交易', '金融', '投资', 'Quant', '量化', '交易', '经济金融', '投资理财','曾国藩', '国学', '国学典籍', '中国', '面相', '管理', '文化', '人生','会计', '教材', 'accounting', 'textbook', 'CGA', '会计学', '英文', '美国','人类史', '历史', '独特视角', '社会', '科普', '哲学', '知识', '以色列','商业计划', 'commercial', 'plan','NeilGaiman', '奇幻', '小说', '美国', '美国众神', '英文原版', '尼尔·盖曼', '外国文学','金融', '经济学', '格林斯潘', '经济', '美国', '经济金融', '风险', '货币','互联网', '互联网金融', '创业', '商业', '支付', '金融', '管理', '科技','拉丁语', '语言', '教材', '拉丁文', '古典學', '后浪', '韦洛克', '外语学习','索罗斯', '金融', '慈善', '经济', '社会', '哲学', '公民社会', '方法论']"
10514,kabu,"['散文', '李修文', '随笔', '文学', '散文集', '2017', '汉语之美', '人生故事','二战', '历史', '德国', '回忆录', '納粹', '纳粹德国', '罪责问题', '朱维毅','纪实文学', '盲艺人', '亚妮', '好书，值得一读', '非物质文化遗产', '中国', '没眼人命运', '我想读这本书','妹尾河童', '日本', '绘本', '生活', '文化', '随笔', '日本文学', '三联','漫画', '美漫', 'DC', '阿兰·摩尔', '守望者', '科幻', '美国', '小说','美食', '日本', '饭岛奈美', '料理', '生活', '饮食', '电影', '食谱','美食', '日本', '料理', '生活', '烹饪', '饭岛奈美', '日本文化', '饮食']"
10515,炎炎,"['朱光潜', '心理学', '美学', '悲剧心理学', '哲学', '文学理论', '悲剧', '心理']"
10516,再不瘦下去无颜滴joanna,"['一辈子做女孩', '女性.成长.传记', '女性', '心灵', '成长', '生活', '女性读物', '小说','艺术史', '高居翰', '艺术', '绘画', '中国', '海外中国研究', '美术/美术史', '历史','心情', '处理坏心情', '坏心情','历史', '曾国藩', '张宏杰', '经济史', '中国近代史', '晚清', '清史', '中华书局','旅行', '英文原版', '女性', '人生', '小说', '外国文学', '爱情', '美国文学']"
10517,开坦克的猫,"['金庸', '武侠', '天龙八部', '小说', '武侠小说', '经典', '中国文学', '中国','Priest', '科幻', '言情', '小说', '好书，值得一读', '网络小说', '战争', '被女主掰弯系列','priest', '耽美', '犯罪', '悬疑', '人性', '心理', '小说', '救赎','历史', '当年明月', '明朝', '中国历史', '明朝那些事儿', '明史', '中国', '通俗读物','美容', '养颜', '生活', '护肤', '肌肤', '健康', '女性', '好书，值得一读','分布式', '计算机', '分布式系统：概念与设计', '计算机科学', '分布式计算', 'Distributed', '设计', '计算机科学丛书','传记', '马克吐温', '马克・吐温', '人物传记', '自传', '马克·吐温', '美国', '回忆录','Priest', '耽美', 'priest', '耽美小说', '小说', 'BL', '经典', '欲罷不能的耽美小說們。','金庸', '武侠', '小说', '武侠小说', '经典', '射雕英雄传', '中国', '中国文学','老舍', '中国文学', '骆驼祥子', '小说', '经典', '现代文学', '名著', '社会']"
